id_ruta;id_rotonda;tramo;tramo_angulo_rotonda;diametro;carriles;velocidadMedia;angulo;crowdedness_left;crowdedness_center;crowdedness_right;vrus_left;vrus_center;vrus_right;distance_left;distance_center;distance_right;orientation_left;orientation_center;orientation_right
418;418_1;0;45;46;2;39;6.04;0;1;0;0;0;0;;13.8;13.2;;2;2
418;418_1;0;90;46;2;40;6.04;0;0;1;0;0;0;16.5;17.5;11.9;6;2;3
418;418_1;20;;46;2;43;5.66;1;1;1;0;0;0;14.7;23.9;9.7;6;6;2
418;418_1;40;;46;2;41;5.53;0;0;0;0;0;0;13;23.7;7.5;6;6;3
418;418_1;60;;46;2;34;6.6;0;0;0;0;0;0;29.9;25.5;24.2;0;6;0
418;418_1;80;;46;2;41;5.84;0;0;1;0;0;0;29.9;26.9;22.9;0;7;4
418;418_1;100;;46;2;47;6.03;1;0;1;0;0;0;17.1;27.1;23.5;0;0;4
418;418_2;-100;;50;2;50;5.28;3;0;2;0;0;0;17.8;28.9;14.1;6;6;4
418;418_2;-80;;50;2;49;5.28;2;0;1;0;0;0;15.8;21.3;14;7;2;4
418;418_2;-60;;50;2;46;5.28;1;0;2;0;0;0;17.3;;13.2;0;;4
418;418_2;-40;;50;2;41;5.78;0;0;1;0;0;0;14.2;;14.1;0;;4
418;418_2;-20;;50;2;31;6.41;0;0;0;0;0;0;23.2;;;6;;
418;418_2;0;45;50;2;29;8.34;0;0;0;0;0;0;;;22.6;;;5
418;418_2;0;90;50;2;32;-2.88;0;0;0;0;0;0;;26.7;28.2;;1;4
418;418_2;0;135;50;2;35;-2.74;0;0;0;0;0;0;;;;;;
418;418_2;0;180;50;2;36;-2.74;0;0;0;0;0;0;;;;;;
418;418_2;0;225;50;2;33;9.55;0;0;0;0;0;0;;;;;;
418;418_2;0;270;50;2;32;12.83;0;0;0;0;0;0;;;24.7;;;7
418;418_2;20;;50;2;37;9.05;0;0;1;0;0;0;3.7;7.3;19.7;5;7;7
418;418_2;40;;50;2;42;10.75;0;0;0;0;0;0;3.8;7.3;16.9;5;7;7
418;418_2;60;;50;2;49;7.17;0;0;0;0;0;0;;;;;;
418;418_2;80;;50;2;54;6.03;0;0;0;0;0;0;;;21.5;;;2
418;418_2;100;;50;2;55;5.47;0;0;1;0;0;0;9.7;21.1;12.3;2;2;2
418;418_3;-100;;35;2;40;6.03;0;1;1;0;0;0;5.9;16.6;18.2;6;6;2
418;418_3;-80;;35;2;38;6.03;0;0;1;0;0;0;5.9;13;16.6;6;6;2
418;418_3;-60;;35;2;37;6.03;0;0;1;0;0;0;4.1;;19;7;;2
418;418_3;-40;;35;2;28;6.03;0;0;1;0;0;0;;;15.1;;;2
418;418_3;-20;;35;2;11;6.58;0;1;2;0;0;0;23.7;17.5;7.1;5;5;2
418;418_3;0;45;35;2;1;7.78;1;1;1;0;0;0;19.3;11.9;6.1;5;2;2
418;418_3;0;90;35;2;1;-6.4;1;1;0;0;0;0;12;4.8;4.5;1;2;2
418;418_3;0;135;35;2;2;-8.23;1;1;0;0;0;0;11.2;4.2;4.5;1;2;2
418;418_3;0;180;35;2;1;-8.28;1;1;0;0;0;0;13.2;4.8;4.1;1;2;2
418;418_3;0;225;35;2;1;-5.66;0;1;1;0;0;0;19;5.1;5.1;0;2;2
418;418_3;0;270;35;2;4;8.46;0;0;1;0;0;0;8.2;12.6;7.3;6;6;3
418;418_3;20;;35;2;6;6.22;0;1;1;0;0;0;4;12.8;5.4;6;6;2
418;418_3;40;;35;2;10;5.86;0;1;1;0;0;0;4.1;17.8;9.6;6;2;2
418;418_3;60;;35;2;4;4.99;0;0;1;0;0;0;4;20.5;5.8;6;6;2
418;418_3;80;;35;2;9;5.28;0;1;1;0;0;0;4.6;20.7;8.7;6;2;2
418;418_3;100;;35;2;16;5.28;0;0;1;0;0;0;6.4;;12.7;3;;2
418;418_4;-100;;79;2;20;5.28;0;1;1;0;0;0;;26.4;16.8;;6;2
418;418_4;-80;;79;2;24;5.28;0;1;1;0;0;0;13.2;22.1;16.8;6;6;2
418;418_4;-60;;79;2;25;5.78;1;0;2;0;0;0;15.1;22.5;14.5;2;6;2
418;418_4;-40;;79;2;24;7.76;0;0;2;0;0;0;17.6;16.6;11.2;6;6;3
418;418_4;-20;;79;2;24;10.94;0;0;2;0;0;0;;19.6;10.5;;2;3
418;418_4;0;45;79;2;29;5.71;0;2;1;0;0;0;19;12.5;17.2;2;2;3
418;418_4;0;90;79;2;30;1.04;1;1;1;0;0;0;18.1;8.6;11.5;2;2;1
418;418_4;0;135;79;2;32;10.94;0;0;1;0;0;0;16.6;8.9;8.1;2;3;3
418;418_4;20;;79;2;36;14.09;0;0;1;0;0;0;;;9.9;;;3
418;418_4;40;;79;2;41;12.07;0;0;1;0;0;0;;;11.9;;;3
418;418_4;60;;79;2;47;9.05;0;0;1;0;0;0;;;13.7;;;2
418;418_4;80;;79;2;53;6.79;0;0;1;0;0;0;;;14.4;;;2
418;418_5;-100;;55;2;66;6.03;0;0;0;0;0;0;;;;;;
418;418_5;-80;;55;2;56;6.03;0;0;0;0;0;0;24.3;23.5;;7;4;
418;418_5;-60;;55;2;48;6.03;0;0;1;0;0;0;;;26.9;;;2
418;418_5;-40;;55;2;38;7.35;0;0;1;0;0;0;5.1;17.6;23.4;6;2;2
418;418_5;-20;;55;2;33;7.73;0;1;2;0;0;0;;9.7;18.2;;3;3
418;418_5;0;45;55;2;30;11.93;0;0;1;0;0;0;14.2;8.9;13.6;6;3;3
418;418_5;20;;55;2;30;9.81;0;0;1;0;0;0;;;12.6;;;2
418;418_5;40;;55;2;29;6.98;0;0;1;0;0;0;;;11.5;;;3
418;418_5;60;;55;2;18;6.46;0;0;1;0;0;0;29;21.8;14.1;0;2;2
418;418_5;80;;55;2;21;5.03;0;0;1;0;0;0;23.7;23.5;26.1;5;2;2
418;418_5;100;;55;2;29;6.64;0;0;0;0;0;0;24.3;23.5;;7;4;
418;418_6;-100;;24;0;37;6.41;0;0;0;0;0;0;28.4;28.3;4.1;4;3;6
418;418_6;-80;;24;0;36;7.54;1;0;0;0;0;0;22.1;27.9;;4;3;
418;418_6;-60;;24;0;37;7.54;3;0;0;0;0;0;18;28.1;;7;0;
418;418_6;-40;;24;0;35;7.54;1;0;1;0;0;0;16.7;26;27.6;7;7;3
418;418_6;-20;;24;0;29;8.49;0;0;1;0;0;0;;;25.2;;;2
418;418_6;20;;24;0;34;6.98;0;0;0;0;0;0;;;;;;
418;418_6;40;;24;0;40;5.28;0;0;0;0;0;0;;;;;;
418;418_6;60;;24;0;42;5.28;0;0;0;0;0;0;;;;;;
418;418_6;80;;24;0;42;4.9;0;0;0;0;0;0;23.2;;;2;;
418;418_6;100;;24;0;40;5.28;0;0;0;0;0;0;29.3;;;0;;
420;420_0;-40;;22;0;18;1.13;1;1;1;0;0;0;4.7;14.6;12.6;6;6;2
420;420_0;-20;;22;0;7;2.95;1;0;2;0;0;0;14.7;13;15.5;6;6;3
420;420_0;20;;22;0;29;2.03;0;0;3;0;0;0;;;16.3;;;2
420;420_0;40;;22;0;33;0.58;0;0;3;0;0;0;20.4;23.2;17.9;4;4;2
420;420_0;60;;22;0;35;1.7;0;0;2;0;0;0;16.6;26;18.8;2;4;2
420;420_0;80;;22;0;35;1.89;0;0;2;0;0;0;14.6;24.1;17.8;2;6;2
420;420_0;100;;22;0;36;0.75;0;0;1;0;0;0;;;22.7;;;2
420;420_1;-100;;15;0;26;2.72;1;1;0;0;0;0;8.2;18.9;8;6;6;2
420;420_1;-80;;15;0;29;2.77;0;0;1;0;0;0;16.4;14.9;8.7;4;5;4
420;420_1;-60;;15;0;26;11.32;0;0;1;0;0;0;8.6;14.9;17;6;7;7
420;420_1;-40;;15;0;23;3.47;1;0;1;0;0;0;8.7;16.6;12;6;6;2
420;420_1;-20;;15;0;24;5.1;0;0;0;0;0;0;22.7;;;6;;
420;420_1;20;;15;0;28;2.87;0;0;1;0;0;0;;;21.9;;;2
420;420_1;40;;15;0;29;3.77;0;0;1;0;0;0;;;13.2;;;2
420;420_1;60;;15;0;27;3.02;0;0;1;0;0;0;;;12.6;;;2
420;420_1;80;;15;0;20;3.58;0;0;0;0;0;0;27.5;;10.9;3;;3
420;420_1;100;;15;0;10;6.09;0;0;1;0;0;0;26.1;15.8;8.7;4;5;4
420;420_10;-100;;79;2;11;6.79;0;0;1;0;0;0;;;11.1;;;2
420;420_10;-80;;79;2;10;7.14;0;1;1;0;0;0;14.5;24.4;12.3;6;6;2
420;420_10;-60;;79;2;11;7.82;1;1;1;0;0;0;14.4;20.9;12.3;6;6;2
420;420_10;-40;;79;2;6;8.49;0;0;2;0;0;0;8.7;21.2;7.6;6;6;2
420;420_10;-20;;79;2;6;10.85;0;0;1;0;0;0;17.8;27;6.3;6;4;3
420;420_10;20;;79;2;37;15.47;0;0;0;0;0;0;;;;;;
420;420_10;40;;79;2;41;14.59;0;0;0;0;0;0;;;;;;
420;420_10;60;;79;2;48;10.95;0;0;0;0;0;0;;;;;;
420;420_10;80;;79;2;56;8.3;0;0;0;0;0;0;;;;;;
420;420_10;100;;79;2;60;6.79;0;0;0;0;0;0;;;;;;
420;420_11;-100;;102;2;72;7.55;0;0;0;0;0;0;;;;;;
420;420_11;-80;;102;2;66;7.55;0;0;0;0;0;0;27.6;;;2;;
420;420_11;-60;;102;2;59;7.55;0;0;0;0;0;0;;;;;;
420;420_11;-40;;102;2;50;9.06;0;0;0;0;0;0;19.3;;;4;;
420;420_11;-20;;102;2;38;9.81;1;0;0;0;0;0;15.7;14.3;;4;3;
420;420_11;20;;102;2;33;10.82;0;0;0;0;0;0;;;18.6;;;4
420;420_11;40;;102;2;33;8.49;0;0;0;0;0;0;;;;;;
420;420_11;60;;102;2;22;8.05;0;0;0;0;0;0;;;;;;
420;420_11;80;;102;2;21;6.29;0;0;0;0;0;0;;;26.8;;;6
420;420_11;100;;102;2;32;8.15;0;0;0;0;0;0;27.6;;;2;;
420;420_12;-100;;24;0;39;8.3;0;0;0;0;0;0;25.5;20.6;19.8;1;2;2
420;420_12;-80;;24;0;37;9.06;1;0;0;0;0;0;23.6;24.4;27.8;6;7;3
420;420_12;-60;;24;0;37;9.06;2;0;0;0;0;0;22;;28.8;1;;3
420;420_12;-40;;24;0;33;9.06;0;0;1;0;0;0;22.7;;26.3;3;;6
420;420_12;-20;;24;0;26;9.25;0;0;1;0;0;0;;;21.8;;;3
420;420_12;20;;24;0;33;7.93;0;0;0;0;0;0;;;;;;
420;420_12;40;;24;0;38;6.79;0;0;0;0;0;0;;;;;;
420;420_12;60;;24;0;40;6.79;0;0;0;0;0;0;;;;;;
420;420_12;80;;24;0;41;6.79;0;0;0;0;0;0;;;;;;
420;420_12;100;;24;0;41;6.79;0;0;0;0;0;0;;;;;;
420;420_2;-40;;19;0;42;3.77;1;0;0;0;0;0;16.8;;27.9;4;;3
420;420_2;-20;;19;0;37;5.28;0;0;0;0;0;0;25.2;;26.2;6;;3
420;420_2;20;;19;0;11;5;2;3;1;0;0;0;6;12.5;16.3;4;4;3
420;420_2;40;;19;0;23;4.78;3;2;0;0;0;0;7.1;20.5;;2;5;
420;420_2;60;;19;0;32;3.02;3;3;0;0;0;0;7.8;18.6;;1;6;
420;420_2;80;;19;0;36;3.4;3;3;0;0;0;0;8.6;18.7;;4;1;
420;420_2;100;;19;0;38;3.77;3;2;0;0;0;0;8;18.4;;3;4;
420;420_3;-100;;20;0;53;3.77;0;0;0;0;0;0;3.9;17.9;;6;6;
420;420_3;-80;;20;0;51;3.77;0;0;0;0;0;0;3.6;9.5;;6;6;
420;420_3;-60;;20;0;49;3.77;0;0;0;0;0;0;;;;;;
420;420_3;-40;;20;0;45;3.77;0;0;0;0;0;0;;;;;;
420;420_3;-20;;20;0;40;9.21;0;0;0;0;0;0;27.9;;;3;;
420;420_3;20;;20;0;34;8.55;0;0;0;0;0;0;;27;29.6;;2;2
420;420_3;40;;20;0;37;4.34;0;1;0;0;0;0;3.5;19.9;29.6;6;2;2
420;420_3;60;;20;0;41;3.77;0;0;0;0;0;0;4.3;17.1;;6;6;
420;420_3;80;;20;0;45;3.77;0;0;0;0;0;0;;;;;;
420;420_3;100;;20;0;48;3.77;0;0;0;0;0;0;;;;;;
420;420_4;-100;;16;0;47;3.77;0;0;1;0;0;0;;;14.6;;;2
420;420_4;-80;;16;0;37;3.77;0;0;1;0;0;0;23.2;;11;4;;2
420;420_4;-60;;16;0;28;3.77;0;0;1;0;0;0;;;10.3;;;2
420;420_4;-40;;16;0;25;5.28;0;0;1;0;0;0;;;8.4;;;3
420;420_4;-20;;16;0;23;12.2;0;0;1;0;0;0;;9.1;7.7;;2;4
420;420_4;20;;16;0;25;10.94;0;1;1;0;0;0;3.9;7.9;8.7;3;2;2
420;420_4;40;;16;0;39;4.34;0;0;2;0;0;0;;12.1;9.7;;2;2
420;420_4;60;;16;0;41;4.53;0;0;2;0;0;0;;;9.7;;;2
420;420_4;80;;16;0;43;3.96;0;0;1;0;0;0;21;;10;6;;2
420;420_4;100;;16;0;49;3.77;0;0;1;0;0;0;23.2;;10.5;4;;2
420;420_5;-100;;24;0;48;5.28;0;0;1;0;0;0;;;27.3;;;3
420;420_5;-80;;24;0;47;5.66;0;0;1;0;0;0;;;27.9;;;3
420;420_5;-60;;24;0;44;5.53;0;0;1;0;0;0;;;26.2;;;3
420;420_5;-40;;24;0;40;5.28;0;0;1;0;0;0;;;22.8;;;3
420;420_5;-20;;24;0;38;6.79;0;0;0;0;0;0;;;;;;
420;420_5;20;;24;0;56;6.79;0;0;0;0;0;0;;;;;;
420;420_5;40;;24;0;56;6.04;0;0;0;0;0;0;;;;;;
420;420_5;60;;24;0;61;4.53;0;0;0;0;0;0;;;;;;
420;420_5;80;;24;0;67;4.53;0;0;0;0;0;0;;;;;;
420;420_5;100;;24;0;73;4.53;0;0;0;0;0;0;;;;;;
420;420_6;-100;;21;0;42;7.55;0;0;0;0;0;0;;;;;;
420;420_6;-80;;21;0;44;5.79;1;0;1;0;0;0;9.6;23;14.6;6;6;2
420;420_6;-60;;21;0;44;5.85;0;0;0;0;0;0;;;;;;
420;420_6;-40;;21;0;41;8.31;0;0;0;0;0;0;24.8;;;6;;
420;420_6;-20;;21;0;33;10.82;0;0;0;0;0;0;24.8;;;6;;
420;420_6;20;;21;0;34;8.05;2;2;3;0;0;0;11.1;20.7;16.1;7;7;2
420;420_6;40;;21;0;38;5.66;2;1;4;0;0;0;11.1;24.4;11;7;7;2
420;420_6;60;;21;0;41;5.28;1;1;4;0;0;0;11.2;24.2;10.8;7;7;2
420;420_6;80;;21;0;45;5.28;1;2;3;0;0;0;12.2;21.6;11.4;6;6;2
420;420_6;100;;21;0;45;5.28;1;1;3;0;0;1;9.6;23;14.6;6;6;2
420;420_7;-100;;46;2;60;7.55;0;0;0;0;0;0;;;27.1;;;3
420;420_7;-80;;46;2;59;7.93;0;0;0;0;0;0;3.9;15.5;27.1;2;3;3
420;420_7;-60;;46;2;57;8.3;0;0;0;0;0;0;3.9;7.1;;2;6;
420;420_7;-40;;46;2;50;9.06;0;0;0;0;0;0;11.2;23.9;;6;4;
420;420_7;-20;;46;2;40;12.08;0;0;1;0;0;0;;24.9;20.5;;4;4
420;420_7;20;;46;2;49;9.81;0;0;0;0;0;0;;;;;;
420;420_7;40;;46;2;50;9.06;0;0;0;0;0;0;;;;;;
420;420_7;60;;46;2;54;8.3;0;0;0;0;0;0;;;;;;
420;420_7;80;;46;2;56;8.3;0;0;0;0;0;0;;;;;;
420;420_7;100;;46;2;59;8.3;0;0;0;0;0;0;;;;;;
420;420_8;-100;;50;2;51;7.55;3;0;1;0;0;0;18.7;29.6;17.8;6;4;4
420;420_8;-80;;50;2;49;7.55;2;0;1;0;0;0;14.9;28.4;17.2;6;7;4
420;420_8;-60;;50;2;46;7.55;2;0;2;0;0;0;15.3;28.1;14.4;7;7;4
420;420_8;-40;;50;2;39;7.55;0;0;1;0;0;0;13.5;22.9;14.4;5;4;4
420;420_8;-20;;50;2;25;7.55;1;1;1;0;0;0;13.7;17;12.6;4;4;4
420;420_8;20;;50;2;29;8.3;0;0;1;0;0;0;;;25.3;;;4
420;420_8;40;;50;2;35;7.55;0;0;1;0;0;0;;;15.7;;;4
420;420_8;60;;50;2;38;7.55;0;0;0;0;0;0;;;20.4;;;3
420;420_8;80;;50;2;38;7.04;0;0;1;0;0;0;;;17.9;;;3
420;420_8;100;;50;2;38;7.74;0;0;0;0;0;0;;;13;;;3
420;420_9;-100;;35;0;25;7.3;0;0;0;0;0;0;;;4.3;;;6
420;420_9;-80;;35;0;23;7.55;0;0;0;0;0;0;4.4;23.1;;6;2;
420;420_9;-60;;35;0;21;7.55;0;0;0;0;0;0;;;26.3;;;2
420;420_9;-40;;35;0;5;7.35;0;1;2;0;0;0;12;20.5;10.6;6;2;2
420;420_9;-20;;35;0;3;7.8;0;1;2;0;0;0;21.7;19.8;5;5;2;3
420;420_9;20;;35;0;8;8.66;0;1;1;0;0;0;4;16.3;7.5;6;2;2
420;420_9;40;;35;0;9;6.85;0;1;1;0;0;0;4.2;16.7;9.9;6;6;2
420;420_9;60;;35;0;17;6.79;0;1;0;0;0;0;;24.8;;;2;
420;420_9;80;;35;0;18;6.79;0;1;0;0;0;0;4.9;24.1;;6;2;
420;420_9;100;;35;0;17;6.79;0;1;0;0;0;0;4.4;23.1;;6;2;
422;422_0;-100;;24;2;31;1.36;0;0;0;0;0;0;;;;;;
422;422_0;-80;;24;2;25;1.64;0;0;0;0;0;0;;;15.5;;;6
422;422_0;-60;;24;2;23;2.01;0;0;0;0;0;0;;;;;;
422;422_0;-40;;24;2;23;1.51;0;0;0;0;0;0;6.8;;;5;;
422;422_0;-20;;24;2;21;3.15;0;0;0;0;0;0;6.8;;;5;;
422;422_0;0;45;24;2;26;-4.35;0;0;0;0;0;0;17.1;18.9;19.6;7;7;7
422;422_0;0;90;24;2;29;4.53;0;0;0;0;0;0;15;18.9;26.3;7;7;4
422;422_0;0;135;24;2;30;4.53;0;0;1;0;0;0;;;24.5;;;4
422;422_0;20;;24;2;31;0.75;0;0;2;0;0;0;;;20.4;;;4
422;422_0;40;;24;2;33;;0;0;2;0;0;0;;;21.4;;;4
422;422_0;60;;24;2;35;;0;0;1;0;0;0;;;23.9;;;4
422;422_0;80;;24;2;35;;0;0;0;0;0;0;;;21.4;;;4
422;422_0;100;;24;2;34;;0;0;0;0;0;0;;;15.5;;;6
422;422_1;-100;;103;2;34;2.07;0;0;0;0;0;0;12.7;24.4;;2;1;
422;422_1;-80;;103;2;25;-1.31;0;0;0;0;0;0;20.3;28.8;;3;3;
422;422_1;-60;;103;2;23;1.13;0;0;0;0;0;0;;;;;;
422;422_1;-40;;103;2;30;3.77;0;0;0;0;0;0;;28.2;27.4;;4;4
422;422_1;-20;;103;2;34;5.28;0;0;1;0;0;0;;;27.3;;;3
422;422_1;0;45;103;2;40;0.16;0;0;0;0;0;0;;;14.1;;;3
422;422_1;0;90;103;2;43;-4.15;0;0;0;0;0;0;;;;;;
422;422_1;0;135;103;2;44;-4.11;0;0;0;0;0;0;;;;;;
422;422_1;0;180;103;2;46;-3.57;0;0;0;0;0;0;;;;;;
422;422_1;0;225;103;2;47;-4.11;0;0;0;0;0;0;;27.1;;;2;
422;422_1;0;270;103;2;47;1.64;0;0;0;0;0;0;15.9;22.3;;2;2;
422;422_1;20;;103;2;53;0.75;0;0;0;0;0;0;26;;;6;;
422;422_1;40;;103;2;56;0.75;0;0;0;0;0;0;23.6;;;7;;
422;422_1;60;;103;2;60;0.75;0;0;0;0;0;0;18.5;;18.3;7;;5
422;422_1;80;;103;2;64;0.75;1;0;0;0;0;0;20.8;;18.3;3;;5
422;422_1;100;;103;2;68;0.75;0;0;0;0;0;0;25.4;28.8;;3;3;
422;422_10;-100;;50;3;39;3.4;1;0;0;0;0;0;21.9;;;0;;
422;422_10;-80;;50;3;39;3.02;0;0;1;0;0;0;19.3;;16.5;0;;4
422;422_10;-60;;50;3;37;3.02;0;0;0;0;0;0;;;;;;
422;422_10;-40;;50;3;34;3.58;0;0;0;0;0;0;;;;;;
422;422_10;-20;;50;3;27;5.43;0;0;0;0;0;0;;;;;;
422;422_10;0;45;50;3;26;2.07;0;0;0;0;0;0;;;29.6;;;4
422;422_10;0;90;50;3;29;-5.53;0;0;0;0;0;0;;;28.4;;;6
422;422_10;0;135;50;3;29;-6.71;0;0;0;0;0;0;;;28.1;;;6
422;422_10;0;180;50;3;29;-5.71;0;0;0;0;0;0;8.7;;;5;;
422;422_10;0;225;50;3;30;-5.71;0;0;0;0;0;0;;;;;;
422;422_10;0;270;50;3;30;-5.71;0;0;0;0;0;0;;;;;;
422;422_10;0;315;50;3;29;-0.34;0;0;0;0;0;0;;;29.7;;;7
422;422_10;0;360;50;3;27;8.93;0;0;0;0;0;0;12.7;20.7;26.9;7;7;7
422;422_10;20;;50;3;28;3.96;0;0;1;0;0;0;;;21.7;;;4
422;422_10;40;;50;3;34;3.77;0;0;1;0;0;0;;;14.7;;;4
422;422_10;60;;50;3;38;3.77;0;0;0;0;0;0;;;25.8;;;4
422;422_10;80;;50;3;41;3.77;0;0;2;0;0;0;;;18.6;;;4
422;422_10;100;;50;3;42;3.77;0;0;1;0;0;0;;;16.5;;;4
422;422_11;-100;;46;2;39;3.77;0;0;0;0;0;0;;;;;;
422;422_11;-80;;46;2;37;3.77;0;0;0;0;0;0;21.3;28.2;;5;6;
422;422_11;-60;;46;2;25;3.15;0;0;0;0;0;0;;;29.8;;;5
422;422_11;-40;;46;2;26;6.64;0;0;0;0;0;0;;;25.4;;;5
422;422_11;-20;;46;2;28;13.96;0;0;0;0;0;0;;;;;;
422;422_11;0;45;46;2;34;1.08;0;0;0;0;0;0;;;;;;
422;422_11;0;90;46;2;40;-2.02;0;0;0;0;0;0;;;;;;
422;422_11;0;135;46;2;41;-2.14;0;0;0;0;0;0;3.5;;;2;;
422;422_11;0;180;46;2;41;-2.14;1;0;0;0;0;0;6.5;;;2;;
422;422_11;0;225;46;2;41;-2.14;0;1;0;0;0;0;10.1;15.5;;2;2;
422;422_11;0;270;46;2;40;1.94;0;0;0;0;0;0;27.4;18.5;19.5;4;2;3
422;422_11;20;;46;2;40;9.81;0;0;0;0;0;0;;;;;;
422;422_11;40;;46;2;40;8.3;0;0;0;0;0;0;10.9;;;5;;
422;422_11;60;;46;2;45;5.28;0;0;0;0;0;0;10.9;;;5;;
422;422_11;80;;46;2;50;3.77;0;0;0;0;0;0;;;;;;
422;422_11;100;;46;2;53;3.77;0;0;0;0;0;0;21.3;28.2;;5;6;
422;422_12;-100;;73;2;72;3.77;0;0;0;0;0;0;;;;;;
422;422_12;-80;;73;2;69;3.77;0;0;0;0;0;0;;;;;;
422;422_12;-60;;73;2;65;3.77;0;0;0;0;0;0;;;;;;
422;422_12;-40;;73;2;54;3.77;0;0;0;0;0;0;;;;;;
422;422_12;-20;;73;2;42;6.04;0;0;0;0;0;0;;;;;;
422;422_12;20;;73;2;51;6.04;0;0;0;0;0;0;;;;;;
422;422_12;40;;73;2;54;4.15;0;0;0;0;0;0;;;;;;
422;422_12;60;;73;2;58;3.77;0;0;0;0;0;0;;;;;;
422;422_12;80;;73;2;61;3.77;0;0;0;0;0;0;;;;;;
422;422_12;100;;73;2;61;3.4;0;0;0;0;0;0;;;;;;
422;422_2;-100;;36;2;64;2.77;0;0;0;0;0;0;24.2;;;4;;
422;422_2;-80;;36;2;60;3.77;1;0;1;0;0;0;12.9;24.7;14.6;6;6;2
422;422_2;-60;;36;2;54;3.77;0;0;1;0;0;0;;;26.6;;;3
422;422_2;-40;;36;2;41;2.83;0;0;2;0;0;0;;;16.4;;;3
422;422_2;-20;;36;2;27;3.39;0;0;0;0;0;0;23.7;;10.3;6;;3
422;422_2;0;45;36;2;22;5.31;0;1;1;0;0;0;11.9;12.4;11.1;1;1;2
422;422_2;0;90;36;2;21;-10.36;1;1;0;0;0;0;10.8;13.2;11.5;1;1;1
422;422_2;0;135;36;2;24;-12.14;1;0;1;0;0;0;12.9;11.9;10.2;1;1;1
422;422_2;0;180;36;2;27;-11.07;1;1;1;0;0;0;14.3;20.3;8.7;1;2;1
422;422_2;0;225;36;2;26;-9.28;0;1;1;0;0;0;;14.7;13.1;;2;3
422;422_2;20;;36;2;28;6.14;0;0;0;0;0;0;;;;;;
422;422_2;40;;36;2;33;5.79;0;0;0;0;0;0;;11.1;18.4;;7;0
422;422_2;60;;36;2;34;7.3;0;0;0;0;0;0;3.7;9.4;15;6;7;7
422;422_2;80;;36;2;38;5.57;1;1;1;0;0;0;11.1;23.4;18.6;7;7;2
422;422_2;100;;36;2;41;1.51;1;1;2;0;0;0;12.9;24.7;14;6;6;2
422;422_3;-100;;31;2;37;1.51;2;1;2;0;0;0;13;23.6;13.8;7;6;2
422;422_3;-80;;31;2;37;1.51;1;1;1;0;0;0;13.4;25.4;17.4;7;3;2
422;422_3;-60;;31;2;35;1.51;1;0;2;0;0;0;13.7;21.7;11;7;7;2
422;422_3;-40;;31;2;30;3.59;0;0;0;0;0;0;24.8;29.5;15.5;6;3;7
422;422_3;-20;;31;2;24;7.48;1;1;1;0;0;0;23.7;16.8;13.3;0;2;2
422;422_3;0;45;31;2;23;-9.82;1;1;1;0;0;0;23.2;11.5;7.1;7;2;2
422;422_3;0;90;31;2;23;-9.71;1;0;1;0;0;0;20.3;19.6;16.2;0;0;2
422;422_3;0;135;31;2;21;-8.75;1;0;0;0;0;0;17.4;22.2;;1;2;
422;422_3;0;180;31;2;21;-8.57;0;1;1;0;0;0;21.2;24.3;23.7;2;6;6
422;422_3;20;;31;2;25;10;1;1;1;0;0;0;22.1;23.7;26.4;5;6;1
422;422_3;40;;31;2;25;4.98;1;0;1;0;0;0;19.1;25.4;27.9;4;6;2
422;422_3;60;;31;2;26;1.38;0;0;1;0;0;0;22.8;18.4;26.9;4;6;2
422;422_3;80;;31;2;21;0.75;0;1;1;0;0;0;29;27.2;20.5;1;2;2
422;422_3;100;;31;2;17;0.09;0;0;1;0;0;0;;27.3;19.7;;3;2
422;422_4;-100;;79;2;18;1.51;0;0;1;0;0;0;;;10.6;;;2
422;422_4;-80;;79;2;15;1.51;0;0;1;0;0;0;4.5;18.4;9.8;6;6;2
422;422_4;-60;;79;2;15;1.51;0;0;1;0;0;0;;;10.4;;;2
422;422_4;-40;;79;2;16;1.51;0;0;1;0;0;0;;29.6;13.6;;4;2
422;422_4;-20;;79;2;18;1.83;0;0;1;0;0;0;14.8;21;14.3;6;5;3
422;422_4;0;45;79;2;14;9.17;0;0;0;0;0;0;17.3;16.4;11.9;4;5;4
422;422_4;0;90;79;2;28;-3.78;1;1;0;0;0;0;10.7;12.4;26.3;2;3;2
422;422_4;0;135;79;2;33;-1.6;1;1;0;0;0;0;14.4;15.3;25.6;2;0;0
422;422_4;0;180;79;2;34;6.8;1;0;0;0;0;0;17;18.6;28.4;0;0;7
422;422_4;20;;79;2;35;6.98;0;0;0;0;0;0;6;12.9;23.5;7;7;7
422;422_4;40;;79;2;35;3.4;0;0;0;0;0;0;4.9;14.8;26.6;6;6;6
422;422_4;60;;79;2;37;1.76;0;0;0;0;0;0;;;;;;
422;422_4;80;;79;2;38;2.45;0;0;0;0;0;0;;;;;;
422;422_5;-80;;35;2;37;3.02;0;0;0;0;0;0;;22;;;7;
422;422_5;-60;;35;2;34;3.02;0;0;0;0;0;0;;;;;;
422;422_5;-40;;35;2;23;3.02;0;0;0;0;0;0;;;;;;
422;422_5;-20;;35;2;25;4.53;0;0;0;0;0;0;18.6;26.3;;6;7;
422;422_5;0;45;35;2;25;6.22;0;0;0;0;0;0;17.4;;;6;;
422;422_5;0;90;35;2;24;-10;0;0;0;0;0;0;;;;;;
